rep_product_id,brand,model,category,capacity,variants,min_price,coupang_search_url,coupang_url
360,네이처하이크,빌리지 13,오토캠핑텐트,4,1,376000,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+%EB%B9%8C%EB%A6%AC%EC%A7%80+13,https://link.coupang.com/a/ewuRa4GAIC
355,네이처하이크,빌리지 8.5 에어텐트,오토캠핑텐트,5,2,523800,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+%EB%B9%8C%EB%A6%AC%EC%A7%80+8.5+%EC%97%90%EC%96%B4%ED%85%90%ED%8A%B8,https://link.coupang.com/a/ewuS9HRVL2
384,네이처하이크,앙고 에어 텐트,오토캠핑텐트,3,1,233520,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+%EC%95%99%EA%B3%A0+%EC%97%90%EC%96%B4+%ED%85%90%ED%8A%B8,https://link.coupang.com/a/ewuT1cyiqa
446,네이처하이크,에어텐트 12X,오토캠핑텐트,4,1,1100000,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+%EC%97%90%EC%96%B4%ED%85%90%ED%8A%B8+12X,https://link.coupang.com/a/ewu2lPCcHQ
468,네이처하이크,에어텐트 12Y,오토캠핑텐트,4,1,1430550,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+%EC%97%90%EC%96%B4%ED%85%90%ED%8A%B8+12Y,https://link.coupang.com/a/ewu3MbQvTg
483,네이처하이크,자동 원터치 텐트 3인용,오토캠핑텐트,3,1,74700,https://www.coupang.com/np/search?q=%EB%84%A4%EC%9D%B4%EC%B2%98%ED%95%98%EC%9D%B4%ED%81%AC+%EC%9E%90%EB%8F%99+%EC%9B%90%ED%84%B0%EC%B9%98+%ED%85%90%ED%8A%B8+3%EC%9D%B8%EC%9A%A9,https://link.coupang.com/a/ewvcscwngO
363,노스피크,모나,오토캠핑텐트,8,2,867000,https://www.coupang.com/np/search?q=%EB%85%B8%EC%8A%A4%ED%94%BC%ED%81%AC+%EB%AA%A8%EB%82%98,https://link.coupang.com/a/ewwtKq7H2a
406,노스피크,아케디아 맥스 소이밀크,오토캠핑텐트,6,1,1296540,https://www.coupang.com/np/search?q=%EB%85%B8%EC%8A%A4%ED%94%BC%ED%81%AC+%EC%95%84%EC%BC%80%EB%94%94%EC%95%84+%EB%A7%A5%EC%8A%A4+%EC%86%8C%EC%9D%B4%EB%B0%80%ED%81%AC,https://link.coupang.com/a/ewwu3k8tlQ
421,노스피크,퍼시픽오션 EX 플러스,오토캠핑텐트,6,1,1455000,https://www.coupang.com/np/search?q=%EB%85%B8%EC%8A%A4%ED%94%BC%ED%81%AC+%ED%8D%BC%EC%8B%9C%ED%94%BD%EC%98%A4%EC%85%98+EX+%ED%94%8C%EB%9F%AC%EC%8A%A4,https://link.coupang.com/a/ewwyCO3Tem
460,노스피크,포레스트 쉐이드 맥스,오토캠핑텐트,4,2,115000,https://www.coupang.com/np/search?q=%EB%85%B8%EC%8A%A4%ED%94%BC%ED%81%AC+%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8+%EC%89%90%EC%9D%B4%EB%93%9C+%EB%A7%A5%EC%8A%A4,https://link.coupang.com/a/ewwAiQu5gO
392,노스피크,포레스트 쉐이드 맥스 올리브샌드,오토캠핑텐트,4,1,119000,https://www.coupang.com/np/search?q=%EB%85%B8%EC%8A%A4%ED%94%BC%ED%81%AC+%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8+%EC%89%90%EC%9D%B4%EB%93%9C+%EB%A7%A5%EC%8A%A4+%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%83%8C%EB%93%9C,https://link.coupang.com/a/ewwDMvVVXo
399,노스피크,헤일로 에어돔,오토캠핑텐트,4,1,760000,https://www.coupang.com/np/search?q=%EB%85%B8%EC%8A%A4%ED%94%BC%ED%81%AC+%ED%97%A4%EC%9D%BC%EB%A1%9C+%EC%97%90%EC%96%B4%EB%8F%94,https://link.coupang.com/a/ewxhl2APK0
596,니모이큅먼트,스파이크 2P,오토캠핑텐트,2,1,338300,https://www.coupang.com/np/search?q=%EB%8B%88%EB%AA%A8%EC%9D%B4%ED%81%85%EB%A8%BC%ED%8A%B8+%EC%8A%A4%ED%8C%8C%EC%9D%B4%ED%81%AC+2P,https://link.coupang.com/a/ewxjrQ8NTE
587,니모이큅먼트,웨건탑 4P,오토캠핑텐트,4,1,645600,https://www.coupang.com/np/search?q=%EB%8B%88%EB%AA%A8%EC%9D%B4%ED%81%85%EB%A8%BC%ED%8A%B8+%EC%9B%A8%EA%B1%B4%ED%83%91+4P,https://link.coupang.com/a/ewxlevZsYK
598,니모이큅먼트,웨건탑 6P,오토캠핑텐트,6,1,647310,https://www.coupang.com/np/search?q=%EB%8B%88%EB%AA%A8%EC%9D%B4%ED%81%85%EB%A8%BC%ED%8A%B8+%EC%9B%A8%EA%B1%B4%ED%83%91+6P,https://link.coupang.com/a/ewxCMEpNUy
597,니모이큅먼트,웨건탑 8P,오토캠핑텐트,8,1,723080,https://www.coupang.com/np/search?q=%EB%8B%88%EB%AA%A8%EC%9D%B4%ED%81%85%EB%A8%BC%ED%8A%B8+%EC%9B%A8%EA%B1%B4%ED%83%91+8P,https://link.coupang.com/a/ewxIrV1J24
588,니모이큅먼트,헥사라이트 6P LE,오토캠핑텐트,6,1,854890,https://www.coupang.com/np/search?q=%EB%8B%88%EB%AA%A8%EC%9D%B4%ED%81%85%EB%A8%BC%ED%8A%B8+%ED%97%A5%EC%82%AC%EB%9D%BC%EC%9D%B4%ED%8A%B8+6P+LE,https://link.coupang.com/a/ewxL110C0O
585,니모이큅먼트,헥사라이트 에보 6P,오토캠핑텐트,6,2,594450,https://www.coupang.com/np/search?q=%EB%8B%88%EB%AA%A8%EC%9D%B4%ED%81%85%EB%A8%BC%ED%8A%B8+%ED%97%A5%EC%82%AC%EB%9D%BC%EC%9D%B4%ED%8A%B8+%EC%97%90%EB%B3%B4+6P,https://link.coupang.com/a/ewxNWNyTsb
351,로티캠프,COM4 컴포트 원터치 텐트,오토캠핑텐트,4,1,69250,https://www.coupang.com/np/search?q=%EB%A1%9C%ED%8B%B0%EC%BA%A0%ED%94%84+COM4+%EC%BB%B4%ED%8F%AC%ED%8A%B8+%EC%9B%90%ED%84%B0%EC%B9%98+%ED%85%90%ED%8A%B8,https://link.coupang.com/a/ewxTFfYTN6
413,로티캠프,빅 패밀리 텐트,오토캠핑텐트,5,1,204000,https://www.coupang.com/np/search?q=%EB%A1%9C%ED%8B%B0%EC%BA%A0%ED%94%84+%EB%B9%85+%ED%8C%A8%EB%B0%80%EB%A6%AC+%ED%85%90%ED%8A%B8,https://link.coupang.com/a/ewxW15mfOS
387,로티캠프,빅스퀘어 텐트 바닥 일체형,오토캠핑텐트,4,1,219000,https://www.coupang.com/np/search?q=%EB%A1%9C%ED%8B%B0%EC%BA%A0%ED%94%84+%EB%B9%85%EC%8A%A4%ED%80%98%EC%96%B4+%ED%85%90%ED%8A%B8+%EB%B0%94%EB%8B%A5+%EC%9D%BC%EC%B2%B4%ED%98%95,https://link.coupang.com/a/ewxYEMJjUW
507,로티캠프,원터치 육각 텐트 2윈도우,오토캠핑텐트,4,1,68910,https://www.coupang.com/np/search?q=%EB%A1%9C%ED%8B%B0%EC%BA%A0%ED%94%84+%EC%9B%90%ED%84%B0%EC%B9%98+%EC%9C%A1%EA%B0%81+%ED%85%90%ED%8A%B8+2%EC%9C%88%EB%8F%84%EC%9A%B0,https://link.coupang.com/a/ewx05oEDzU
353,로티캠프,원터치 육각 텐트 4윈도우,오토캠핑텐트,5,1,71010,https://www.coupang.com/np/search?q=%EB%A1%9C%ED%8B%B0%EC%BA%A0%ED%94%84+%EC%9B%90%ED%84%B0%EC%B9%98+%EC%9C%A1%EA%B0%81+%ED%85%90%ED%8A%B8+4%EC%9C%88%EB%8F%84%EC%9A%B0,https://link.coupang.com/a/ewyewTbHRk
436,로티캠프,제로스트 A1 에어텐트,오토캠핑텐트,4,1,499000,https://www.coupang.com/np/search?q=%EB%A1%9C%ED%8B%B0%EC%BA%A0%ED%94%84+%EC%A0%9C%EB%A1%9C%EC%8A%A4%ED%8A%B8+A1+%EC%97%90%EC%96%B4%ED%85%90%ED%8A%B8,https://link.coupang.com/a/ewyf1n0aYu
